id	summary	text	category
586	Reliable storage.	Eight years ago, I started out with Lexar based on a number of recommendations.  I subsequently bought several more Lexar cards and in all that time, I have never lost an image.  That first 16MB Lexar still works fine.  Other brands may cost less and may work just as well, but my images are too important for me to tempt fate.	0
587	Excellent Value	This camera is awesome for underwater pictures. It is not the best for standard pictures. We went to a water park and I did not want to take my digital camera and took the Kodak EasyShare Sport C123 camera and some of the pictures outside of the water were disappointing. The color is not as vivid. I am still very satisfied with the underwater pictures and highly recommend this camera for that.	0
588	love these	I have been searching for a pair of earbuds and this was the best I found. JVC is known for their audio products and the case that holds it is so convienent......you just wind it up and close the case top.  No more getting the earbuds wrapped around something else in my lunch box (where I keep them)	0
589	headstrap one of my favs.	Always one of my favorite points of views. The quick clip will only work with very thick billed hats and for what I do with fishing I will fling that camera off my head on a normal hat. so the quick clip gets used for a belt clip gopro	0
590	Works as advertised	I installed this as soon as it arrived and it worked flawlessly as advrtised. It  reads all the BD disks that were not able to be read by my PS3 with the old laser and it is still working fine. Would recommend this to anyone with a PS3 that will not read BD disks.	0
591	Fabulous AMD board	"Replaced a MSI board that was DOA with this ASUS board. Added Memory, CPU, DVD and video card and immediately was up and running. This board has a core unlocker feature for AMD multicore chips. Once the system was running well in default mode I turned on the core unlocker and now am running the Phenom 2 core cpu with all 4 cores operational. Very stable over 6 hours of stress test with no overheating, cpu glitches or memory misses.My budget system consists of this board, AMD Phenom X 2 555 BE CPU, SATA HD and 4gb Crucial DDR3 memory. I am very happy with this combo and am getting the performance of a significantly higher priced system.The features this board had that I wanted1. Core unlocker and the ability to tweak CPU and BUS speeds (don't know if I will do that)2. USB 3.03. ATX size board4. One PATA header5. Lots and lots of USB and SATA headers.Only drawback for some might be that the chip-sets are not the latest and greatest and it will not support the upcoming ""bulldozer"" AMD CPUs.If you want a great ATX sized board at a reasonable price and are willing to have one year old tech give this board consideration."	0
592	it will work	I bought this for some quick on location shooting and it seems like it will work just fine.  I do fear that a small gust of wind will take the umbrella and everything else to the ground so if you do use it take a sand bag to keep the stand on the ground.Overall it seems like it will do the job but probably will weaken over time with use.  Good Cheap alternative to studio equipment.	1
593	many issues with this board	I have built a lot of computers over the years and I must say this is one board I would recommend that you not buy. This board has so many problems. The first is the IGD video section. No matter what under certain conditions the video will just disappear and you will get a screen full of multicolored bars. This happens on the HDMI and DVI port REGARDLESS of the BIOS settings and without any settings for enhancing performance. I finally gave up and put a PCI-E graphics adapter in the machine. The on-board LAN port is so unreliable and many times the operating system will not be able to retrieve any configuration from it and even the Intel website driver update program will not even recognize it. I ended up with a PCI-e ethernet card and totally disabling the LAN port on the board. The second x16 PCI-E slot if populated with ANYTHING including a graphics card will cause the system not to even enter the BIOS. The USB 3.0 ports i NEVER made work properly. I did actually get it to boot (never reliably) by disabling the onboard LAN and IGD and using add in cards. I have spent more time messing with this board than any other build. It is setting on my bench right now awaiting a replacement. This board gets thrown in the trash. Oh almost forgot the on-board Marvel secondary SATA controller when enabled causes conflicts that require you disable the IE 1394 and most everything else. I NEVER got the board to work reliably with the 2nd SATA controller enabled.*****UPDATE****My DP67BG arrived today and 30 minutes later I had a perfectly working system. That should tell all.	1
594	Very nice Headset at a reasonable price	I had had it up to here with the noise in my wireless headset.  So I started my search for a corded headset.  I had not started out looking at the Denons but I was getting frustrated at reading reviews of the corded headsets out there.  The ones with great reviews cost $500 and up.  All the headsets under $300 kept getting mixed reviews except the Denons.  So I took a chance and purchased the Denons.I am sure glad I did.  The packaging was very secure but as soon as I felt the product I sort of knew I made a nice choice.  To begin with the cord is a high quality wrapped cord that is very tough and rugged.  The banana jack adapter is not a namby pamby slide on; it screws on for a solid static free connection.The sound is truly remarketable and great to listen to.  I bought the headset for watching movies in the early morning so I would not disturb the family and they just make the movie a breeze to listen to.  All the music, sounds, and dialog are right there for your listening pleasure.  A big bonus is that I am still able to hear the family when they get up and come downstairs.I have the headset paired with A DENON AVR3310C1 that I picked up this past summer on the Deal of the Day.  This combo works well together and exceeds my wildest dreams.	0
595	Very solid value, excellent customer service	I purchased this mount after reading the reviews for using this mount with an Epson 8350.  I took the advice of others in order to locate the balance point of the mount.  Also, like others, I was only able to use 3 of the 5 mounting holes.  However, I was able to mount the projector and it works very well.  It took a little adjusting to get it level and solid but I was able to do it.  I do want to use all 5 mounts as I want to be sure the projector is securely held.  I found the Atdec website and sent a message to customer service asking how I would go about purchasing two additional long extensions.  I was very pleasantly surprised when the customer service representative replied that he would send them to me no charge if I would provide my address.  Now that is outstanding customer service!!!!  Highly recommend this mount!	0
596	Good product for the price	I found this on Amazon for less than what they were selling on their own web page and that made this a good deal.  I get more channels than with the other one I had and most important I get ABC CBS and NBC and that was the goal.	0
597	Excellent firewire Cable	The Belkin F3N402-03-ICE 4-Pin to 4-Pin FireWire Cable  is  a good quality Firewire that I have used several times. This one was three feet long. I plan to buy another one six feet long. This cable is of good quality and works well for me. I certainly recommend this cable.	0
598	dont buy	i became so frustrated with this thing losing connection and the constant beeping of my computer i threw it away. get the cyberpower 7 port that one has never failed.CyberPower CPH720P USB Hub, 7-Port, USB 2.0, 480Mbps, 1.1/2.0 Compatible, PC/MAC PlugNPlay - Lifetime Warranty	1
599	iClever Wireless Bluetooth Keyboard... the Pros and Cons... 4 1/2 Stars	"""Wireless Bluetooth Keyboard"" from iClever. This keyboard is priced at $15.99 and is sold on Amazon.com.This device works with Apple (even the original Ipad 1 with OS 5.1.1), Android and Windows based bluetooth enabled units and works with the latest Bluetooth version 3.0Please Note: the company provided me with a free device in exchange for an honest review.Product Dimensions:(WxTxL) 4.7 x 0.2 x 11.2 inchesWt: 11.7 ouncesThis device requires 2 x AAA batteries. (not included)Some thoughts on ""Wireless Bluetooth Keyboard"" by iClever...The Pros:1.) has an attractive appearance with a brushed silver finish.2.a) bluetooth pairing with my IPad/IPhone was done in seconds. Initiated by pressing a small button on the underside.2.b) has a small blue LED light that flashed briefly when turned on. This same small light blinks continually when in the pairing mode.3.) 'chiclet' type keyboard that has a nice feel of key pressure resistance. Not too soft and not to stiff. [See Cons 3.) below.]4.) 8 angle of tilt for typing. (vs 7 for the Apple model) and the anterior lip is slightly higher making for a slightly more supportive feel when your hands are in position for typing.5.) includes a small instruction booklet that gives easy to follow and accurate directions to connect via bluetooth to both your IPad/IPhone or your Windows based system.6.) has 4 slide-resistant footings on the underside to prevent movement of this unit while typing.7.) has several 'function' keys which can control, among other things, your music through speakers or headphones. i.e. skip forward/back, pause and mute/volume control. There are certain functions that are unique to Apple, Android and Windows systems that are initiated by specific combo keystrokes.The Cons1.) the Off/On button is on the bottom of this device, so you must turn this unit upside down to turn it off or on. Also, the button is small, recessed and somewhat difficult to access... large fingers might struggle here.2.) there is no light for the 'caps lock' key when engaged.3.) there were a few occasions where the 'enter button' did not respond until pressed quite firmly... this was a rare occurrence.Impressions:N.B. I've only had this unit a short time so I can't comment on the long term. Nor can I comment on its use under an Android or Windows environment.But as of this moment AND as a IPad/IPhone user, this is a very functional, portable bluetooth keyboard made available at a very reasonable price.Despite the minor concerns above, if I was buying a bluetooth keyboard for use with my IPad/IPhone I'd have no hesitancy about purchasing this product.As it is... 4 1/2 Stars.Ray Nicholsonraynicholsonsreviews@hotmail.com@ralannicholson"	0
600	Very Disappointed...	"Just set these up around the pool. Technically all went well, sound is fair for the price.Problem 1), and if you have a solution, please let me know: They seem to connect only to the headphone jack of my receiver (Denon AVR1611), so when i plug them in, my receiver turns off the main speakers. Called Denon, and the operator either didn't know much or just couldn't help.Problem 2) I would like to plug them into my 6 and 7 speaker connectors in my Denon. I already have 2 outdoor speakers connected to those terminals (my main Zone is set as 5.1). I would like to connect/piggyback the Mutant Media Blocks (MMB) to those same speaker terminals, but don't know what kind of wiring adapter i need. Essentially, I would be going from 2 red/black terminals to 2 RCA jacks (that is 4 to 2). In addition, since these are ""amped"" speaker terminals, will it affect (blow up) my MMB wireless transmitter?Thank you all for your help.BTW, if you are looking for buying advice and you don't mind using up your headphone jack for these wireless speakers, go ahead. Fair price for the item.Any enlightenment would be appreciated.Email: LDykler@forefront.caFollow up, Oct 27/2010.Have been in contact with ""support"". They told me to forget connecting the transmitter to the speaker terminals, might damage the transmitter. Again, if anyone did this or knows if it would work, i would appreciate the info.Part of the marketing literature says ""Perfect for some quiet background music for yourself, or playing music for a large party"". Well, forget a party of any kind. Since you can only connect these to the headphone jack of the receiver, all receivers will automatically turn off all speakers as soon as you plug anything to the hp jack."	1
601	Not a Sharp one	I bought this lens for my needs to get wide angle shots as most lenses ristrict you to a very short angle. It does the job but I m not very happy with the sharpness the more you go away from subject the more blurry picture you will get. I tried different locations and differnt options but nothing works.its a good lens if you are only working in outdoors but for indoor although it says its F2.8 but the quality of pictures will not be worth the price.	1
602	nice sub!!	I picked up this sub at best buy on clearance. This little sub blows!!!! I got it  brand new for $99.00 at Best buy their remodeling their magnolia room. I got a great!!!!! Deal, considering that regular price is almost $300.00. Very happy with it!!! Rocks the floor and the windows.	0
603	Cheaply made	I have used my reflector stand probably 3 times since I bought it. I went to an event this past weekend where I was a vendor for my photography and the round piece that holds the arm broke. The knob that is supposed to tighten it to the stand completely broke off. You can see how cheaply it's made. The reflectors themselves are nice, but the stand is garbage. I attempted to return and am already out of my &#34;return window.&#34; So I guess I'm just out of my money! Buy elsewhere!!	1
604	2X USB 2.0	Approx 145mbs throughput. Go flex adapter gives me around 220+. About as fast as my SATA III SSD can go w/out raid etc. Both adapters should give 10X USB 2.0 with a fast enough source. Obviously this Kingwin won't ever reach this limit. (600 mbs) However, it is quite a bit cheaper than the Seagate adapter.	0
605	Great but with a major LCD problem	This netbook is great, the features on it made it an instant buy for me.It's fast, quiet, battery lasts more than I expected, image quality is great.My only issue with this netbook is that the LCD cable failed within two months.I do open and close the LCD at least once a day if not more but still, it's way too early for something like that to fail. When the cable fails you will get a white screen. Mine was doing this while I was opening and closing it, which clearly indicated a bad connection. After reading online about other people having the same issue I decided to take a look myself. I also replaced the HDD with a solid state drive which presumably voids the warranty. I didn't even bother with warranty since I didn't want to waste the time with samsung replacing a cable that is faulty by design.After taking the LCD cable out I realized that the shield wire for the cable actually broke. It looks like the shield wire is used for more than just shielding. The fix was simple and I was able to do it in one evening without stress. You just have to remove the LCD cable and take the isolating tape off of it and you will expose the broken wire. I replaced the shield wire with a more flexible wire to prevent further issues. The problem is that the LCD cable is routed through the hinges in a very ugly manner and there's not a whole lot you can do about it. I'll post back if it fails again.Since I had the screen apart I installed an aftermarket touch screen which makes this netbook an even greater toy.So, while the computer is great and now works awesome, for the average user the LCD cable issue is a show stopper an something that can result in a lot of lost time. I think that's not acceptable from a respectable brand and if you search online you will see a lot of people have had this issue.Hope this post helps people that are having the same problem that I did.Thanks for reading.	1
606	OK, but I own an iPad not a plate...	"For the price you can't complain, but you can get it cheaper through the company that makes them (search ""gibson holders""), but I find that spending a little more and getting an iPad/Netbook specific device is worth the money for the ""extra"" features specific to use for those devices.Like ""Bear Motion (TM) Kickstand Stand Adjustable Handheld Electronics Holder"" or ""Kickstand Stand Adjustable Handheld Electronics Holder for Apple Ipad, Iphone and other laptop computer below 12""(white)""But for those who don't want to invest the extra $10 for their $500 plus device you can get one of these and it will work OK."	0
607	I HIGHLY Recommend This Case	I recently received a Kindle Fire HD 7 as a birthday present. i immediately began to shop on Amazon for a nice case to store it in. I believe I carefully looked at every case that Amazon offered. I came very close to purchasing a very attractive dual-toned genuine leather case that cost twice as much as this rooCASE. But I didn't get it. Although I didn;t completely understand what wasbeing referred to, I opted for the rooCASE because of the auto wake/sleep feature, as well as the included stylus / ink pen.The rooCASE is very well made, and perfectly fits the SECOND GENERATION Kindle Fire HD 7, and provides rugged and secure protection for the Kindle, ! The name itself  rooCASE is kind of a slang way to cleverly convey the idea that the case provide the same protection for the Kindle Fire that the pouch of a kangaroo provides for their young.I read a review that complained that the auto wake/sleep feature did not work. I don't know why that would be true. It WORKS!I have read reviews that said that the stylus was missing, or that the rooCASE had a terrible odor. I smell nothing from my case.I am not saying that the above complaints are not true for those purchasers. Rather, I am saying that you should not assume thatthose claims are universally true for every rooCASE that Amazon sells. They were not true for me, and most others like me!Bottom line: I am 101% satisfied with my purchase. I love the case, the feel, the fit, the features, the stylus, and the quality of the rooCASE. It fits the Kindle like a very protective glove. For all of the above, I enthusiasitcally recommend this case for your Second Generation (2013) Kindle Fire HD 7.mr.arv	1
608	Five Stars	work great so far.  my wife uses them when we ride .	0
609	Issues with NIC Card. Otherwise great board.	I bought this board for a new litecoin mining rig (heavy GPU utilization, on 24/7 computer).  On arrival the NIC was not working, confirmed this with Gigabyte support online.  I did an RMA through gigabyte and they sent me a brand new board.  I was pleasently suprised as I usually have to go through the vendor for computer part RMAs.  So +1 to gigabyte for the easy RMA process, unfortunately I cant get more than 4 stars since it had a faulty part at the start.	1
610	works for now	It dos it's job and it comes at a very good price but it's a little quirky the way it attached to the flash	0
611	love	Great pictures, very clear. Phots's of people come out very clear, so easy to use can make anyone a good photographer	0
612	Good Value	While I am not 100% certain it lasts as long as my original. for the money its a good value.  And the company stands behind its products.  If u think you battery is not quite up to snuff, they will happily send you a replacement or give u a refund.  That's good.	0
613	Not worth the money	Yiu get what you pay for. The scroll wheel operates when it wants to, if that. Just do yourself a favor and fork out the extra funds for a mouse that will respond at your command.	1
614	Don't try to format this with a windows vista machine!	It works as advertised if you don't try to get too clever. I wanted to take a short cut in copying off all my files from my old 32g microSD to this one, so I could use it in my samsung galaxy tab 7.7. First thing I did was put it in the galaxy tab and format it - 59gigs was yielded. Great so far. Then I used two separate card readers in an attempt to copy the files from the 32g to the 64g card. The computer prompted me, telling me that the new card needed formatting, and asked if I wanted it formatted to fat32. So, I clicked yes; although I couldnt understand the prompt, since I had JUST formatted the card using my tablet. Thats when the effluent hit the fan, cause the computer froze in the attempt and that microSD hasn't worked on either my laptop or my tablet since.Figured I'd got a dud or did something wrong, so I bought a new one and left the new card on board the tablet. Copied all files using the tablet's proprietary usb connection. So far so good. So guys, my advice would be to not try to use your computer to change the file system to fat 32. But that's just IMHO.	0
615	Belkin, works well for me.	I wanted to wait a little while for submitting feedback on this item. Didn't have anything to do with the Belkin name, because that was one of the main reasons i got it. My main concern i thought a wireless router was a wireless router. So that's where some of the skepticism coming from. I did't want to shell out in a router when i got a cheaper one from my cable provider. After months of weak signal from my wireless router i decided to get this item. It's important to me to get a strong wireless signal, considering that i have two laptops, two smart phones, and a wireless printer. So as soon as i hooked it up i could tell the difference. My phones or laptops haven't dropped low signal. Also the installation was simple, every thing took less than fifteen minutes, that's including taken it out the box. Very good Belkin router with a strong signal output. Very pleased with this product.	0
616	Truly a Monster	"I was initially very skeptical about this unit.The first impression is basically one of the overdone MONSTER units.However, once  you get it, just a simple two button press, and you have voice commands, and these can be switchedoff at any time. The unit is clear and crystal, not robotic by any means, and it tells you by sounds, sound effectsand command responses what is happening. You can even say "" What can I say"" and it gives responses on what you canask[ However, the annoying part of this command is that if not said just right it never happens and it is a pivotalcommand] .When in battery mode ( not plugged in to a  power line ) the unit will last a certain period and then youneed to power up again ( but it will still keep voice command on after a sleep ). So, you can plug  in with a 3.5mmcable to use your ipod, or power from the PC using USB, also you have cables to adapt to a live main.Audio frommultiple souces work well. The ipod is cable straight in, and your blue tooth music works great. The unit pre-supposes you have a phone with Blue tooth and text , voicemail and other capabilities, but it will work withoutthose items.However, other than music, the hands free speakerphone mode is about the only other thing it does.Forthe most part test out what the unit does, and it seems that  you do better with certain smart phones than withother phones."	0
617	Great USB	THE TRANSCEND JET FLASH - 8 GB USB IS EXCELLENT FOR HELP WITH HOME WORK IN HIGH SCHOOL, I RECOMMEND THIS PRODUCT.	0
618	Fantastic value	I've been running this receiver for about a week now after upgrading from my older Yamaha HTR-5790.  One of the biggest reasons I wanted to upgrade was to be able to get HDMI switching and HD audio capabilities.  Switching all of my components to HDMI instead of the mixture of component cables, hdmi direct to TV, and optical cables really helped to clean up some of the cable clutter behind my home theater.  It also made input switching much easier, since now my TV can stay on a single HDMI input and let the receiver do the rest.The on-screen menu is nice and helpful.  The flexibility in assigning input names/sources is very nice, but it can also get complicated.  Not the receivers fault though, for most people it should be a very straight-forward setup, but if you need to re-assign some things for a more advanced setup (like I needed to), then the ability to do so is there.At first the receiver didn't setup the ethernet port properly, I had a cable plugged into it and it showed that there was a link on my network switch, but the options to configure the network settings in the receiver were grayed out.  I updated the firmware via a USB stick from the Onkyo website and then the network features all worked great.  The different music streaming options are great and work well.  It can also stream music from computers on the network with shared music.  It's too bad it can't also stream pictures / videos too.Overall this is a great receiver with fantastic options.  The only thing that I've found that it can't do that my old Yamaha could, is activate Night Mode on DTS sources.  The Onkyo can do it with Dolby Digital sources, but not DTS.  This isn't a huge deal, but it's odd that it has this limitation.	0
619	Doesn't do much....but what it does do is done well	"I'm a bit baffled by some of the negative reviews for this item that complain it doesn't have volume control. That's like buying a Honda Civic and then posting a negative review because it lacks a sports suspension. Maybe that would be a good thing, but the description doesn't say it has volume control. I do think, however, that the description posted on Amazon is a bit ambiguous because it just says that this item gives you ""track control"".  What does THAT mean? If you want to be able to search within a song, you will be disappointed with this. But if you need a simple device that allows you to start/stop sound tracks and skip forward/backward, then this is what you're looking for.  The device itself is pretty simple: it's shaped kinda like a flattened peanut shell, with the center button controlling stop/start and each of the ends in charge of forward and back (I used to have a similar device that only had one button which you had to press a different number of  times to make it do different things....and if you didn't time the presses just right, it did something other than what you intended. So I really appreciate that the Griffin model has dedicated buttons). It produces a loud click when you press the buttons, which I think contributes to the somewhat cheap look and feel. But the bottom line is that it works, easily. I haven't used it much yet, so don't know how it will hold up over time. But for now, I'm a happy camper. Oh, and the service from SFPlanet was great...it arrived in about 3 days after I placed my order."	1
620	Ok but still a not overly impressed.	I just received this netbook a few days ago.. I had the same model with XP that was about 2 years old and quit working. I liked my old ASUS and used it a great deal.. Thought it quit a little before it's time though.. I can't say i'm real impressed with Windows 7 Starter.. It seems real choppy and unsmooth.. Maybe if I bump up the ram it might help.. The e-mail program is something to be desired.. I guess i'm an old diehard Outlook Express user for e-mail and sending photos.. I do have one desktop that is running Windows 7 home and that seems a little better.. For a netbook, I think XP was a better choice. With this one, Start up time is horrible.  Also took a few hours to remove all the free preloaded garbage they install.. In my opinion, i'm not seeing a real advantage to owning this over a regular laptop.  Maybe if you travel quite a bit it would be nice because it's light weight.. The screen is pretty small but it's a netbook..  I do have to give Amazon a big thumbs up, as it arrived way before expected.  Bottom line: maybe ok for everyday e-mailing and surfing, but you can get a laptop for just a little more money and I think most would be happier with a bigger screen, bigger keyboard, and also a faster, smoother operating system.. I would stay with XP, but we have to keep up with the changing times. Soon it will not be supported and Windows 7 will be the main choice.  Unless you're netbook has XP, I would probably keep looking for something other than Windows 7 Starter on a netbook..	1
621	Get the new style that optoma just released	I had three pair of these glasses and all of them one of the lenses stopped working all together. Optoma released a newer style so I got those, haven't had a problem since.	0
622	Griffin Elan Form Hard-shell Leather Case for iPod nano 3G (Black)	Purchased this to protect my son's iPod. This is a wonderful product! Great price, works perfectly to keep the iPod safe and secure. Would definitely recommend this one!	0
623	Great Kindle Fire Case	Loved the case.  Attractive, very sturdy & protective.  Folds open nicely so it can be viewed in the horizontal position.  In addition the elastic strap is very nice.  I use it all the time to help prevent my fumble fingers from accidental slippage onto the floor.	0
624	Nice	I was pleased with this item and was impressed with how quickly I received it.  At no fault to the seller, I was just not thrilled with the all black color like I imagined I would like.  So instead I sold it to a friend, but it worked great and fit my iPad 3 as intended.	0
625	Doesn't fit HP Z400	The horizontal USB ports are just wide enough NOT to fit the slot.  I cannot make the USB male plug seat properly. Sent it back.	1
626	Long life	I bought a second battery because of my previous experiences with rechargeable camera batteries.  These Sony batteries last a long time and recharge quickly.  Highly recommended.	0
627	My friends say she loves it	I got this for a friend whose laptop keyboard stopped working. Since this is a USB keyboard, it was perfect for her. Obviously it was a little awkward to use, but i'm not sure this product was meant to be used in that way. She said that she liked it, and it allowed her to use her laptop with ease. This is a good product- i mean, it's a keyboard, with one purpose. It was a good price as well.	0
628	They work with my 3D tv!	Not only do they work with my tv, they're actually the same kind that came with it. The tv I got was at a good price, but only came with 2 glasses, which wasn't enough for my family, so I ordered these to go along with it, and they work perfectly.	0
629	Great quality!	After keeping my old key shell in my pocket for a year because I didn't realize how inexpensive it was to replace the damaged shell I found this and was very happy and also surprised how easy it was to replace. Great item and works like original.	0
630	These didn't work. And they're super cheap. SO cheap that they're not worth the $2 you probably are thinking about spending...	These did not work. And when they come from Hong Kong and only cost $2, it's just NOT worth it to try and return for that money back. SO save yourself the trouble and drop a few more bucks on one that works.	1
631	Great	Use this item often when doing time exposures. As an amateur astronomer this product comes in very handy when doing astro photography.	0
632	Silver is gold!	it works and have enough for @ least 10 more builds !!! yay (may be even more )  a must have	0
633	Amazing sound, but...	These headphones sound better than most I have bought for over $50, but they are made of poor quality materials and they hurt the inside of my ears (due to the construction of the piece that intrudes the ear).  It is not a typical circular sphere that enters your ears when you put these on, but more like an oval shape that stands tall and presses against your ear.  Maybe I have small ears canals or something, but these hurt after 15 minutes and I'd rather not wear these if I have the choice.  Awesome sound, very uncomfortable.	1
634	Bad cable	This thing is garbage. I admit that it could have been my system but a relatively new Sony Viao all in one and a Toshiba external HD shouldn't be hard to connect but it didn't. My drivers are all updated as my esata and usb ports work fine in all aspects. I just think this cable is either poorly made or maybe just the one I had was. Either way, I'm not about to find out again.	1
635	Cheap but works!	Needed to connect Turtle Beach headphones to the 360 with HDMI to the TV.  Perfect solution and an excellent price.	0
636	Good little charger.	This did exactly what it was supposed to do. I went a little crazy with RC helicopters recently and this thing allowed me to charge two at a time. Not to mention it will come in handy if we have company.	0
637	HD is not recognized by XP, Vista or Win 7 computers	I kind of like the fact that it has a built-in fan, but the enclosure just doesn't work.  I tried two different PATA HD's, but the HD's are not recognized by none of my computers (XP, Vista and Windows 7).  By the way, the HD's are perfectly functional, i.e., it's not the HD's problem.So, I returned the Sabrent enclosure.  I instead bought a StarTech External HD Enclosure, which works fine.  The particular Sabrent unit that I got might happen to be a defect, but I just don't have time to give them another chance.	0
638	Fantastic case	Pros:full protection allowing access to ports***the stand***  I LOVE IT!!!the feet on the bottom provide fantastic airflow for the Mac to cool down and keep a reasonable temperature (as the design for air intake was poorly done on the Mac).Cons:my only regret was that i didn't get this sooner	0
639	Excellent VIZIO Remote	This remote is better than the original bring with the TV.  It has new functions that works with the tv.  Very good remote.	0
640	Awesome	Geat product, lowest price I've found, it the real deal, this otter is the full defender series at an incredible price. This otter box for the inspire/desire is better quality then the otter for iPhone. Very pleased with the product and shipping was reasonable.	0
641	Very nice headphones	My wife gave me these for my b-day last week as she knows I love my iPod Nano.  I've been using a mid-grade pair of in the ear type earbuds.  I liked those as the sound is good and the foam plugs block out a lot noise.  Since I use them when outside doing yard work (mowing, trimming) that is a plus.  Since it's winter here now I don't know how well the iMuffs will work when I'm mowing and such.  But even if I switch back to the foam earphones when mowing, there are many reasons I like the iMuffs for the other times.-Being cordless is great.  I've had the foam plugs pulled from my ears too many times and that isn't pleasant.  I even run the cord inside my shirt, but it still would seem to get caught on things.-Works great to control the iPod.  No more digging in my pocket to skip, pause, adj volume, etc.-Works well with my Razr.  Although like someone else said, I have to tell my phone to search for the iMuffs, it isn't automatic.  But that will be a very nice feature this summer when I'm out in the yard and my wife calls me.  I always have my iPod playing and don't always feel the phone vibrate.-Comfortable and lightweight.  As others have said, it isn't adjustable but should work for most people I would think.  It feels like it will stay put even for physical activities.-Sound is very good.  I don't have any buzzing or interference type noises.  I would say the sound is inline with my $100 earbuds.Negatives:-Price.  Not cheap, but these are more than just earphones.-Bluetooth adapter will drain the battery faster.  I'm also not sure how long the headphones will last on one charge.Overall, these are very nice.  I would like to give it 4.5 stars.  I'm not giving it 5 because of the price and I don't think it will block external noise as well as my foam earbuds.	0
642	Decent Headset	I have been using this headset for about a week now. I use with with my phone for calls and at the same time with my laptop for audio at work. Here is my initial impression.Pros:1. Decent sound quality: Bass is a little low. But expected in this price range and type. But very clear. Adequate volume.2. Simultaneous connectivity to a phone device and a music device. This is nice. Works out beautifully for me.3. Device memory. Remembers paired devices - no pairing every time you switch.4. Decent range - works in my entire two bedroom apartment.5. Battery life is as promised - lasts around 6 hours of audio time (phone/music)Cons:1. NOT the most comfortable headset I have used. A design where the weight is not on your ears might be more comfortable to wear for longer periods. Having said that - you do get used to it after a while and it does not bother as much.2. Side controls are a little hard to guess and activate. Usable but barely.3. The rocker material is not very solid - tends to lose shape very easily.Conclusion:Its a decent stereo headset with the convenience of wireless. Good sound with slight ergo/usability inconvenience for cheap.	1
643	Just buy it	Why spend  up to $40 for a cover that this does just as well.  Great quality, feel and fit.  Highly recommend it.	0
644	It IS what it's SUPPOSED to be!	'Called PREMIUM GRADE ELECTRICAL TAPE: 2 in.Hey! 'Know what? That's EXACTLY what it is! (Wonders never  cease) The product is well worth the $$$. Of course it's just a bit wide for normal electrical work, but I use it for 'light shields' around windows for a church media center. This wide, black tape is perfect for keeping out unwanted ambient light from the outside, is of a high grade and is well worth the money......but, alas, I already SAID that.'Needing some good, wide electrical tape? BUY IT!	0
645	Good, inexpensive speakers	Needed more sound to my laptop to hear the TED talks.  This little speaker system makes it all work for me.  Good value for the money.	0
646	Streams Audio Like a Champ	PRO:+ Easy installation+ Audio sounds greatCON:- No color changing optionI installed this pretty quickly. I installed my receiver with Posi products for the wires. To install this, I unscrewed the cap, inserted the bluetooth wires and then screwed the cap back on. Real easy.Haven't used the phone function yet as I bought it to stream audio. In that regards, music sounds fantastic. I can't comment on call quality and I'm not expecting much as I installed the unit in a tucked-away place.Overall, I am very happy with the purchase. Not a fan of the colors, though. Blue and green is an odd mix that doesn't match anything in my car.	0
